 Q(Angstrom -1),S(Q)
0.5256389604810998,-0.0968178424525048
0.7948435710194732,-0.0131071313899902
0.9915700171821312,0.08097553219976028
1.115818298969072,0.2141255848246839
1.209004510309279,0.33159668760506555
1.271128651202749,0.4568669249564881
1.33325279209622,0.6134412748620228
1.395376932989691,0.7387115122134462
1.4575010738831617,0.8952858621189809
1.5506872852233682,1.0831912181461156
1.67493556701031,1.271123467740736
1.8613079896907216,1.4082403215698962
2.0476804123711347,1.2714461905505727
2.1408666237113407,1.1150063084824682
2.202990764604812,0.9898436454009908
2.2961769759450177,0.8334037633328881
2.4204252577319587,0.6456866622781581
2.5446735395189006,0.5049257300545964
2.7310459621993126,0.4268268100742345
2.9795425257731964,0.5053022399994056
3.1969770189003444,0.6254895930959092
3.3833494415807563,0.7717368130866848
3.5386597938144333,0.8892617030020391
3.6939701460481102,1.0224386491944475
3.849280498281787,1.1634416235253866
4.0045908505154655,1.2940098936716202
4.1599012027491415,1.367187290801982
4.5326460481099655,1.328379872919177
4.7811426116838485,1.195552543104089
4.998577104810996,1.0757416999523954
5.216011597938143,0.9611482088930544
5.474862184994272,0.9509376177707364
5.681942654639176,0.9928557249594618
5.961501288659793,0.9852717389283104
6.199643828751433,0.9306957259760092
6.427432345360824,0.8578500161779798
6.706990979381442,0.8059185373618359
6.986549613402063,0.8687688045774387
7.203984106529209,1.0059125519740857
7.452480670103093,1.127431136661162
7.7631013745704465,1.1668302130286667
7.980535867697594,1.135714355446957
8.24974047823597,1.0785565600159668
8.477528994845361,1.0265802585873454
8.788149699312715,0.9955450817080972
9.057354309851087,0.9749087509235704
9.223018685567009,0.9959215916529054
9.657887671821307,1.0276022141518268
9.906384235395187,0.9965132501376052
10.154880798969073,0.9654242861233832
10.631165879152348,0.986706062527582
10.869308419243984,1.0129990070067378
11.11780498281787,1.0366922399622132
11.366301546391751,1.0603854729176891
11.614798109965635,1.0606006214575796
11.863294673539519,1.0295116574433572
12.950467139175258,1.030452932305379
13.602770618556702,0.9997135846684806
13.851267182130588,0.9999287332083712
14.099763745704465,1.0001438817482615
14.28613616838488,1.0003052431531805
14.721005154639174,1.0319858656521008
14.876315506872851,1.016468277212477
